TES_File_ID = L2:  Cloud Data
Data_Size = 25 x 2
CloudPressure = 301.70966
ScalePressure = 0.1
ConvertToOD = 1.2555052
End_of_Header  ****  End_of_Header  ****  End_of_Header  ****  End_of_Header
Frequencies      verticalEXT     
(cm-1)           na              
       600.00000    0.00096525380
       650.00000    0.00094586593
       700.00000    0.00092405558
       750.00000    0.00090398605
       800.00000    0.00088200945
       850.00000    0.00084393536
       900.00000    0.00079649233
       950.00000    0.00083413417
       975.00000    0.00086240878
       1000.0000    0.00089068338
       1025.0000    0.00090407085
       1050.0000    0.00091745664
       1075.0000    0.00093084411
       1100.0000    0.00094422325
       1150.0000    0.00093822950
       1200.0000    0.00093223574
       1250.0000    0.00092627353
       1300.0000    0.00092043442
       1350.0000    0.00091459526
       1400.0000    0.00090875447
       1900.0000    0.00090381317
       2000.0000    0.00090834044
       2100.0000    0.00090000738
       2200.0000    0.00089195860
       2250.0000    0.00088982546
