TES_File_ID = "L2: True Full State Vector Data"
Data_Size = 86 x 15
surfaceTemperature = 296.53107
PSUR = 1003.04
boresightNadirAngle = 0.
latitude = -14.938657
longitude = 170.28582
End_of_Header  ****  End_of_Header  ****  End_of_Header  ****  End_of_Header
Level Pressure     Altitude     TATM     H2O       CO2    O3        N2O        CO        CH4       O2     NO         NO2        HNO3       OCS   
  13  348.0690000  8.525766500  2.4877E2 6.3644E-4 3.8E-4 3.6122E-8 3.1497E-7  1.0366E-7 1.6964E-6 1.E-20 2.8128E-11 9.5737E-12 5.0146E-11 1.E-20
  14  316.2270000  9.219596000  2.4405E2 5.8617E-4 3.8E-4 3.8271E-8 3.1497E-7  1.0223E-7 1.6944E-6 1.E-20 2.6164E-11 8.2039E-12 5.2553E-11 1.E-20
  15  287.2980000  9.899583600  2.3885E2 4.5064E-4 3.8E-4 4.1713E-8 3.1495E-7  9.9514E-8 1.6930E-6 1.E-20 2.3806E-11 7.0079E-12 5.1932E-11 1.E-20
  16  261.0160000  10.564924000 2.3358E2 3.2753E-4 3.8E-4 4.5588E-8 3.1494E-7  9.7939E-8 1.6920E-6 1.E-20 2.4051E-11 6.4840E-12 5.7181E-11 1.E-20
  17  237.1370000  11.215292000 2.2812E2 1.7476E-4 3.8E-4 4.8910E-8 3.1493E-7  9.8728E-8 1.6921E-6 1.E-20 2.7686E-11 6.2930E-12 6.4142E-11 1.E-20
  18  215.4440000  11.851013000 2.2314E2 1.0664E-4 3.8E-4 4.7635E-8 3.1494E-7  9.5708E-8 1.6897E-6 1.E-20 3.1079E-11 5.6427E-12 6.2266E-11 1.E-20
  19  195.7350000  12.473298000 2.1849E2 7.1096E-5 3.8E-4 4.4042E-8 3.1495E-7  9.1081E-8 1.6855E-6 1.E-20 3.3031E-11 4.7629E-12 5.2623E-11 1.E-20
  20  177.8290000  13.082523000 2.1379E2 3.7834E-5 3.8E-4 4.3863E-8 3.1495E-7  8.9259E-8 1.6901E-6 1.E-20 3.9441E-11 4.7044E-12 5.3002E-11 1.E-20
  21  161.5610000  13.678867000 2.0927E2 2.0393E-5 3.8E-4 4.5694E-8 3.1494E-7  8.6971E-8 1.6969E-6 1.E-20 4.9065E-11 4.8792E-12 5.5906E-11 1.E-20
  22  146.7790000  14.263744000 2.0551E2 1.1434E-5 3.8E-4 5.4991E-8 3.1486E-7  8.1808E-8 1.7088E-6 1.E-20 6.8349E-11 5.7633E-12 6.5296E-11 1.E-20
  23  133.3520000  14.838351000 2.0199E2 7.8385E-6 3.8E-4 6.7797E-8 3.1478E-7  7.9115E-8 1.7166E-6 1.E-20 8.8282E-11 6.6549E-12 8.3754E-11 1.E-20
  24  121.1520000  15.403540000 1.9871E2 6.5814E-6 3.8E-4 8.5817E-8 3.1469E-7  7.8703E-8 1.7200E-6 1.E-20 1.0612E-10 7.5516E-12 1.2059E-10 1.E-20
  25  110.0690000  15.962176000 1.9730E2 5.6967E-6 3.8E-4 1.1520E-7 3.1440E-7  7.7410E-8 1.7232E-6 1.E-20 1.3681E-10 1.0162E-11 1.6281E-10 1.E-20
  26  100.0000000  16.517809000 1.9651E2 4.9913E-6 3.8E-4 1.5821E-7 3.1406E-7  7.5447E-8 1.7256E-6 1.E-20 1.8078E-10 1.4657E-11 2.1382E-10 1.E-20
  27  90.8518000   17.073103000 1.9697E2 4.5832E-6 3.8E-4 1.9210E-7 3.1356E-7  6.8510E-8 1.7198E-6 1.E-20 2.0374E-10 1.7667E-11 2.3823E-10 1.E-20
  28  82.5406000   17.630814000 1.9815E2 4.2759E-6 3.8E-4 2.4759E-7 3.1279E-7  6.3112E-8 1.7126E-6 1.E-20 2.3100E-10 2.3542E-11 2.7779E-10 1.E-20
  29  74.9896000   18.193528000 2.0043E2 4.0870E-6 3.8E-4 3.4903E-7 3.1161E-7  5.9432E-8 1.7033E-6 1.E-20 2.6462E-10 3.6498E-11 3.4555E-10 1.E-20
  30  68.1295000   18.763573000 2.0327E2 3.9936E-6 3.8E-4 4.8677E-7 3.0969E-7  5.4217E-8 1.6913E-6 1.E-20 2.7621E-10 5.2776E-11 4.3519E-10 1.E-20
  31  61.8963000   19.342157000 2.0635E2 3.9393E-6 3.8E-4 6.7663E-7 3.0747E-7  4.8812E-8 1.6782E-6 1.E-20 2.7727E-10 7.4036E-11 5.5096E-10 1.E-20
  32  56.2339000   19.929262000 2.0926E2 3.9169E-6 3.8E-4 9.9825E-7 3.0364E-7  4.2450E-8 1.6620E-6 1.E-20 2.6841E-10 1.0494E-10 7.0841E-10 1.E-20
  33  51.0896000   20.524539000 2.1206E2 3.8983E-6 3.8E-4 1.4798E-6 2.9969E-7  3.6732E-8 1.6464E-6 1.E-20 2.5946E-10 1.4760E-10 8.9940E-10 1.E-20
  34  46.4158000   21.126859000 2.1415E2 3.8912E-6 3.8E-4 2.1182E-6 2.9538E-7  3.1014E-8 1.6351E-6 1.E-20 2.4517E-10 1.9599E-10 1.0327E-9  1.E-20
  35  42.1696000   21.734991000 2.1609E2 3.8932E-6 3.8E-4 2.8749E-6 2.9268E-7  2.7738E-8 1.6286E-6 1.E-20 2.3568E-10 2.4911E-10 1.1287E-9  1.E-20
  36  38.3119000   22.348028000 2.1754E2 3.9230E-6 3.8E-4 3.1684E-6 2.9455E-7  2.9153E-8 1.6359E-6 1.E-20 2.4185E-10 2.6278E-10 1.0104E-9  1.E-20
  37  34.8071000   22.965090000 2.1885E2 3.9607E-6 3.8E-4 3.3264E-6 2.9385E-7  2.9730E-8 1.6338E-6 1.E-20 2.7713E-10 2.9483E-10 9.6854E-10 1.E-20
  38  31.6229000   23.585547000 2.1985E2 4.0146E-6 3.8E-4 3.1739E-6 2.8793E-7  2.8493E-8 1.6124E-6 1.E-20 3.8397E-10 3.7161E-10 1.0494E-9  1.E-20
  39  28.7299000   24.208893000 2.2079E2 4.0693E-6 3.8E-4 3.3425E-6 2.8185E-7  2.7023E-8 1.5926E-6 1.E-20 5.0503E-10 4.7695E-10 1.1570E-9  1.E-20
  40  26.1017000   24.834848000 2.2163E2 4.1247E-6 3.8E-4 4.0643E-6 2.7545E-7  2.5145E-8 1.5758E-6 1.E-20 5.9106E-10 6.2900E-10 1.3077E-9  1.E-20
  41  23.7136000   25.463396000 2.2247E2 4.1773E-6 3.8E-4 4.9138E-6 2.6899E-7  2.3863E-8 1.5597E-6 1.E-20 6.9237E-10 8.2130E-10 1.4553E-9  1.E-20
  42  21.5443000   26.094369000 2.2332E2 4.2235E-6 3.8E-4 5.8693E-6 2.6227E-7  2.3515E-8 1.5449E-6 1.E-20 8.1021E-10 1.0492E-9  1.5681E-9  1.E-20
  43  19.5734000   26.727947000 2.2421E2 4.2696E-6 3.8E-4 6.9625E-6 2.5669E-7  2.3738E-8 1.5345E-6 1.E-20 9.3960E-10 1.3224E-9  1.6647E-9  1.E-20
  44  17.7828000   27.364343000 2.2522E2 4.3143E-6 3.8E-4 8.1100E-6 2.5404E-7  2.5718E-8 1.5371E-6 1.E-20 1.0608E-9  1.5995E-9  1.6847E-9  1.E-20
  45  16.1560000   28.003716000 2.2622E2 4.3591E-6 3.8E-4 9.3458E-6 2.5071E-7  2.7790E-8 1.5380E-6 1.E-20 1.2163E-9  1.9346E-9  1.7074E-9  1.E-20
  46  14.6780000   28.645893000 2.2710E2 4.4011E-6 3.8E-4 9.7903E-6 2.4237E-7  2.9332E-8 1.5264E-6 1.E-20 1.5320E-9  2.3429E-9  1.7482E-9  1.E-20
  47  13.3352000   29.290713000 2.2799E2 4.4436E-6 3.8E-4 1.0251E-5 2.3434E-7  3.0964E-8 1.5150E-6 1.E-20 1.9337E-9  2.8449E-9  1.7947E-9  1.E-20
  48  12.1153000   29.937873000 2.2868E2 4.4831E-6 3.8E-4 1.0153E-5 2.1379E-7  3.1865E-8 1.4790E-6 1.E-20 2.6234E-9  3.5084E-9  1.9397E-9  1.E-20
  49  11.0070000   30.587104000 2.2936E2 4.5227E-6 3.8E-4 1.0025E-5 1.9441E-7  3.2749E-8 1.4425E-6 1.E-20 3.5848E-9  4.3382E-9  2.1061E-9  1.E-20
  50  10.0000000   31.238540000 2.3010E2 4.5683E-6 3.8E-4 9.9316E-6 1.7980E-7  3.3656E-8 1.4178E-6 1.E-20 4.4921E-9  4.9380E-9  2.1205E-9  1.E-20
  51  9.0851400    31.892227000 2.3086E2 4.6166E-6 3.8E-4 9.8508E-6 1.6758E-7  3.4603E-8 1.3980E-6 1.E-20 5.4375E-9  5.4363E-9  2.0713E-9  1.E-20
  52  8.2540200    32.548523000 2.3187E2 4.6701E-6 3.8E-4 9.7782E-6 1.5870E-7  3.5666E-8 1.3834E-6 1.E-20 6.3573E-9  5.7891E-9  1.9549E-9  1.E-20
  53  7.4989300    33.208276000 2.3320E2 4.7306E-6 3.8E-4 9.7109E-6 1.5333E-7  3.6869E-8 1.3753E-6 1.E-20 7.0853E-9  5.8920E-9  1.7605E-9  1.E-20
  54  6.8129100    33.872088000 2.3463E2 4.7956E-6 3.8E-4 9.6235E-6 1.4762E-7  3.8065E-8 1.3656E-6 1.E-20 7.8987E-9  5.9912E-9  1.5819E-9  1.E-20
  55  6.1896600    34.541433000 2.3701E2 4.8996E-6 3.8E-4 9.3123E-6 1.3720E-7  3.8786E-8 1.3389E-6 1.E-20 8.8276E-9  6.0354E-9  1.3896E-9  1.E-20
  56  5.6234200    35.217696000 2.3940E2 5.0059E-6 3.8E-4 9.0116E-6 1.2751E-7  3.9524E-8 1.3128E-6 1.E-20 9.8698E-9  6.0807E-9  1.2209E-9  1.E-20
  57  5.1089800    35.900890000 2.4179E2 5.1231E-6 3.8E-4 8.5287E-6 1.0851E-7  3.9321E-8 1.2456E-6 1.E-20 1.0994E-8  5.9582E-9  1.0490E-9  1.E-20
  58  4.6416000    36.591035000 2.4419E2 5.2466E-6 3.8E-4 7.9964E-6 8.9196E-8  3.8733E-8 1.1660E-6 1.E-20 1.2235E-8  5.7702E-9  8.9309E-10 1.E-20
  59  4.2169800    37.287972000 2.4647E2 5.3591E-6 3.8E-4 7.5123E-6 7.2249E-8  3.8154E-8 1.0862E-6 1.E-20 1.3415E-8  5.4775E-9  7.4660E-10 1.E-20
  60  3.8311700    37.991193000 2.4846E2 5.4336E-6 3.8E-4 7.0966E-6 5.5823E-8  3.7561E-8 9.9711E-7 1.E-20 1.4100E-8  4.9149E-9  5.9290E-10 1.E-20
  61  3.4806900    38.700156000 2.5045E2 5.5092E-6 3.8E-4 6.7040E-6 4.3270E-8  3.6984E-8 9.1527E-7 1.E-20 1.4824E-8  4.4105E-9  4.7106E-10 1.E-20
  62  3.1622700    39.414754000 2.5231E2 5.5352E-6 3.8E-4 6.3162E-6 3.8463E-8  3.7582E-8 8.7976E-7 1.E-20 1.5450E-8  3.8173E-9  3.6383E-10 1.E-20
  63  2.8729800    40.134757000 2.5414E2 5.5463E-6 3.8E-4 5.9462E-6 3.5609E-8  3.8550E-8 8.5734E-7 1.E-20 1.6061E-8  3.2687E-9  2.7870E-10 1.E-20
  64  2.6101600    40.860082000 2.5595E2 5.5528E-6 3.8E-4 5.5920E-6 3.4075E-8  4.0097E-8 8.4829E-7 1.E-20 1.6744E-8  2.7848E-9  2.1231E-10 1.E-20
  65  2.3713700    41.590647000 2.5768E2 5.5436E-6 3.8E-4 5.2396E-6 3.6675E-8  4.3766E-8 8.8461E-7 1.E-20 1.7620E-8  2.3313E-9  1.5854E-10 1.E-20
  66  2.1544300    42.326286000 2.5941E2 5.5345E-6 3.8E-4 4.9095E-6 3.9846E-8  4.7819E-8 9.2399E-7 1.E-20 1.8543E-8  1.9519E-9  1.1841E-10 1.E-20
  67  1.9573400    43.066248000 2.6061E2 5.5442E-6 3.8E-4 4.5881E-6 4.0254E-8  5.0360E-8 9.3172E-7 1.E-20 1.9079E-8  1.5851E-9  8.5807E-11 1.E-20
  68  1.7782800    43.809341000 2.6149E2 5.5649E-6 3.8E-4 4.2811E-6 3.8970E-8  5.1896E-8 9.2035E-7 1.E-20 1.9374E-8  1.2646E-9  6.1114E-11 1.E-20
  69  1.6156000    44.555116000 2.6237E2 5.5858E-6 3.8E-4 3.9947E-6 3.7888E-8  5.3497E-8 9.0988E-7 1.E-20 1.9678E-8  1.0092E-9  4.3552E-11 1.E-20
  70  1.4678000    45.302741000 2.6266E2 5.6421E-6 3.8E-4 3.7048E-6 3.3494E-8  5.3279E-8 8.6690E-7 1.E-20 1.9428E-8  7.8673E-10 3.0384E-11 1.E-20
  71  1.3335200    46.051374000 2.6295E2 5.6995E-6 3.8E-4 3.4355E-6 2.9605E-8  5.3040E-8 8.2578E-7 1.E-20 1.9174E-8  6.1309E-10 2.1191E-11 1.E-20
  72  1.2115300    46.801229000 2.6342E2 5.7572E-6 3.8E-4 3.1718E-6 2.4839E-8  5.2356E-8 7.7029E-7 1.E-20 1.8662E-8  4.7373E-10 1.4609E-11 1.E-20
  73  1.1006900    47.553393000 2.6440E2 5.8149E-6 3.8E-4 2.8957E-6 1.8209E-8  5.0561E-8 6.8055E-7 1.E-20 1.7526E-8  3.5814E-10 9.7793E-12 1.E-20
  74  1.0000000    48.308438000 2.6537E2 5.8731E-6 3.8E-4 2.6437E-6 1.3372E-8  4.8830E-8 6.0136E-7 1.E-20 1.6462E-8  2.7079E-10 6.5444E-12 1.E-20
  75  0.8254040    49.827441000 2.6738E2 5.9159E-6 3.8E-4 2.2084E-6 8.9608E-9  4.9663E-8 5.3555E-7 1.E-20 1.4879E-8  1.6163E-10 3.0893E-12 1.E-20
  76  0.6812920    51.356003000 2.6847E2 5.9182E-6 3.8E-4 1.8663E-6 6.9870E-9  5.2564E-8 5.0819E-7 1.E-20 1.3724E-8  9.9790E-11 1.5292E-12 1.E-20
  77  0.5623410    52.886724000 2.6788E2 5.8898E-6 3.8E-4 1.6076E-6 6.2151E-9  5.6877E-8 5.0131E-7 1.E-20 1.2925E-8  6.3692E-11 7.9831E-13 1.E-20
  78  0.4641590    54.406057000 2.6423E2 5.8623E-6 3.8E-4 1.4280E-6 5.1594E-9  5.9860E-8 4.8690E-7 1.E-20 1.1935E-8  4.0491E-11 4.6662E-13 1.E-20
  79  0.3831180    55.903677000 2.6002E2 5.8409E-6 3.8E-4 1.2695E-6 4.0436E-9  6.2806E-8 4.6709E-7 1.E-20 1.0818E-8  2.5640E-11 2.8237E-13 1.E-20
  80  0.3162290    57.376328000 2.5527E2 5.8301E-6 3.8E-4 1.1244E-6 2.8624E-9  6.5810E-8 4.3895E-7 1.E-20 9.5156E-9  1.6135E-11 1.7876E-13 1.E-20
  81  0.2610170    58.822497000 2.5051E2 5.8267E-6 3.8E-4 9.8286E-7 2.2979E-9  6.9989E-8 4.2221E-7 1.E-20 8.2884E-9  1.0492E-11 1.1680E-13 1.E-20
  82  0.2154430    60.242115000 2.4574E2 5.8286E-6 3.8E-4 8.5062E-7 2.0221E-9  7.5215E-8 4.1285E-7 1.E-20 7.1713E-9  6.9843E-12 7.8128E-14 1.E-20
  83  0.1778280    61.633756000 2.4054E2 5.8279E-6 3.8E-4 7.2980E-7 1.6855E-9  8.4358E-8 3.9937E-7 1.E-20 5.9142E-9  4.7577E-12 5.0303E-14 1.E-20
  84  0.1467800    62.995266000 2.3500E2 5.8254E-6 3.8E-4 6.2181E-7 1.3496E-9  9.7819E-8 3.8311E-7 1.E-20 4.7003E-9  3.3003E-12 3.1424E-14 1.E-20
  85  0.1211530    64.325550000 2.2944E2 5.8221E-6 3.8E-4 5.2205E-7 1.1171E-9  1.1144E-7 3.7003E-7 1.E-20 3.6871E-9  2.4232E-12 1.9718E-14 1.E-20
  86  0.0999995    65.624433000 2.2383E2 5.8170E-6 3.8E-4 4.2328E-7 9.8975E-10 1.2190E-7 3.6310E-7 1.E-20 2.8003E-9  2.0315E-12 1.2485E-14 1.E-20
