TES_File_ID = "L2: True Full State Vector Data"
Data_Size = 86 x 15
surfaceTemperature = 283.71208
PSUR = 1013.02
boresightNadirAngle = 0.
latitude = -34.397731
longitude = 178.21502
End_of_Header  ****  End_of_Header  ****  End_of_Header  ****  End_of_Header
Level Pressure     Altitude    TATM     H2O       CO2    O3        N2O       CO        CH4       O2     NO         NO2        HNO3       OCS   
-     hPa          m           K        VMR       VMR    VMR       VMR       VMR       VMR       VMR    VMR        VMR        VMR        VMR   
  1   1013.0200000 0.00000000  2.8881E2 1.4520E-2 3.8E-4 2.8050E-8 3.1329E-7 9.4535E-8 1.6279E-6 1.E-20 8.0498E-12 2.8398E-11 4.2107E-11 1.E-20
  2   1000.0000000 0.10972273  2.8781E2 1.4413E-2 3.8E-4 2.7981E-8 3.1330E-7 9.4416E-8 1.6279E-6 1.E-20 8.0346E-12 2.8104E-11 4.3388E-11 1.E-20
  3   908.5140000  0.91328486  2.8187E2 1.1351E-2 3.8E-4 3.0691E-8 3.1357E-7 9.4843E-8 1.6315E-6 1.E-20 6.0173E-12 1.7750E-11 8.2506E-11 1.E-20
  4   825.4020000  1.70143540  2.7750E2 7.4525E-3 3.8E-4 3.6493E-8 3.1382E-7 9.8427E-8 1.6417E-6 1.E-20 6.2222E-12 1.5505E-11 1.3815E-10 1.E-20
  5   749.8930000  2.47901950  2.7482E2 5.6140E-3 3.8E-4 4.0832E-8 3.1403E-7 1.0616E-7 1.6496E-6 1.E-20 7.9991E-12 1.7373E-11 1.7827E-10 1.E-20
  6   681.2910000  3.24829450  2.7171E2 4.9254E-3 3.8E-4 4.4456E-8 3.1417E-7 1.1095E-7 1.6563E-6 1.E-20 9.9768E-12 1.9197E-11 2.0582E-10 1.E-20
  7   618.9660000  4.00727410  2.6747E2 4.7453E-3 3.8E-4 4.8638E-8 3.1423E-7 1.1001E-7 1.6637E-6 1.E-20 1.0861E-11 1.9114E-11 2.2395E-10 1.E-20
  8   562.3420000  4.75392820  2.6291E2 4.0320E-3 3.8E-4 5.0472E-8 3.1433E-7 1.0748E-7 1.6668E-6 1.E-20 1.0286E-11 1.3889E-11 2.0280E-10 1.E-20
  9   510.8980000  5.48761570  2.5828E2 3.2730E-3 3.8E-4 5.1811E-8 3.1444E-7 1.0604E-7 1.6693E-6 1.E-20 1.0029E-11 9.8180E-12 1.8135E-10 1.E-20
  10  464.1600000  6.20796170  2.5348E2 2.2823E-3 3.8E-4 5.1793E-8 3.1456E-7 1.0966E-7 1.6720E-6 1.E-20 9.2883E-12 7.0001E-12 1.7022E-10 1.E-20
  11  421.6980000  6.91405080  2.4821E2 1.4937E-3 3.8E-4 5.1684E-8 3.1466E-7 1.1402E-7 1.6761E-6 1.E-20 8.5229E-12 5.0616E-12 1.5340E-10 1.E-20
  12  383.1170000  7.60466840  2.4246E2 9.1330E-4 3.8E-4 5.1532E-8 3.1475E-7 1.1901E-7 1.6818E-6 1.E-20 7.7203E-12 3.7096E-12 1.3254E-10 1.E-20
  13  348.0690000  8.27882990  2.3655E2 5.3044E-4 3.8E-4 6.0339E-8 3.1441E-7 1.1421E-7 1.6883E-6 1.E-20 9.5195E-12 4.1653E-12 1.4572E-10 1.E-20
  14  316.2270000  8.93649260  2.3069E2 3.0596E-4 3.8E-4 7.4830E-8 3.1392E-7 1.0704E-7 1.6941E-6 1.E-20 1.2827E-11 5.3311E-12 1.7300E-10 1.E-20
  15  287.2980000  9.57919980  2.2586E2 1.9027E-4 3.8E-4 1.0326E-7 3.1294E-7 9.9726E-8 1.6902E-6 1.E-20 1.7653E-11 7.3270E-12 2.3020E-10 1.E-20
  16  261.0160000  10.20898200 2.2144E2 1.2274E-4 3.8E-4 1.3481E-7 3.1066E-7 8.9329E-8 1.6821E-6 1.E-20 2.5788E-11 1.0714E-11 3.2879E-10 1.E-20
  17  237.1370000  10.82742600 2.1770E2 8.3982E-5 3.8E-4 1.5992E-7 3.0627E-7 7.5293E-8 1.6668E-6 1.E-20 4.0602E-11 1.6870E-11 5.2487E-10 1.E-20
  18  215.4440000  11.43697700 2.1507E2 5.5434E-5 3.8E-4 2.2986E-7 3.0379E-7 6.2266E-8 1.6580E-6 1.E-20 4.8689E-11 2.3900E-11 6.6090E-10 1.E-20
  19  195.7350000  12.04001800 2.1298E2 3.6303E-5 3.8E-4 3.6275E-7 3.0221E-7 5.0954E-8 1.6523E-6 1.E-20 5.1513E-11 3.2312E-11 7.5421E-10 1.E-20
  20  177.8290000  12.63977300 2.1265E2 1.8052E-5 3.8E-4 4.0735E-7 3.0253E-7 4.9416E-8 1.6533E-6 1.E-20 6.5061E-11 3.8930E-11 7.2689E-10 1.E-20
  21  161.5610000  13.23895300 2.1248E2 9.6042E-6 3.8E-4 4.2814E-7 3.0376E-7 5.0092E-8 1.6590E-6 1.E-20 8.4272E-11 4.3418E-11 6.5010E-10 1.E-20
  22  146.7790000  13.83824100 2.1257E2 6.4011E-6 3.8E-4 3.1464E-7 3.0754E-7 5.6262E-8 1.6787E-6 1.E-20 1.1345E-10 3.7576E-11 4.8353E-10 1.E-20
  23  133.3520000  14.43749600 2.1245E2 5.0165E-6 3.8E-4 2.3336E-7 3.1045E-7 6.1171E-8 1.6955E-6 1.E-20 1.3687E-10 3.1142E-11 3.7951E-10 1.E-20
  24  121.1520000  15.03635000 2.1215E2 4.5049E-6 3.8E-4 1.8436E-7 3.1264E-7 6.4919E-8 1.7102E-6 1.E-20 1.5167E-10 2.5293E-11 3.1328E-10 1.E-20
  25  110.0690000  15.63412200 2.1163E2 4.3214E-6 3.8E-4 2.2475E-7 3.1279E-7 6.4097E-8 1.7119E-6 1.E-20 1.5611E-10 2.8087E-11 3.2479E-10 1.E-20
  26  100.0000000  16.23052700 2.1110E2 4.2096E-6 3.8E-4 2.9270E-7 3.1247E-7 6.2325E-8 1.7106E-6 1.E-20 1.5986E-10 3.3079E-11 3.5345E-10 1.E-20
  27  90.8518000   16.82586000 2.1077E2 4.1458E-6 3.8E-4 3.2924E-7 3.1198E-7 6.0979E-8 1.7068E-6 1.E-20 1.8153E-10 3.7909E-11 3.8381E-10 1.E-20
  28  82.5406000   17.42081200 2.1075E2 4.0778E-6 3.8E-4 4.0020E-7 3.1081E-7 5.8071E-8 1.6991E-6 1.E-20 1.9841E-10 4.5726E-11 4.4724E-10 1.E-20
  29  74.9896000   18.01642900 2.1115E2 4.0032E-6 3.8E-4 5.4405E-7 3.0863E-7 5.3158E-8 1.6859E-6 1.E-20 2.0497E-10 5.9417E-11 5.7843E-10 1.E-20
  30  68.1295000   18.61390600 2.1199E2 3.9711E-6 3.8E-4 7.0736E-7 3.0552E-7 4.7758E-8 1.6702E-6 1.E-20 2.1768E-10 7.7334E-11 7.3119E-10 1.E-20
  31  61.8963000   19.21419600 2.1301E2 3.9568E-6 3.8E-4 9.0343E-7 3.0204E-7 4.2563E-8 1.6536E-6 1.E-20 2.3392E-10 1.0077E-10 9.1536E-10 1.E-20
  32  56.2339000   19.81760000 2.1415E2 3.9843E-6 3.8E-4 1.3625E-6 2.9020E-7 3.3488E-8 1.6087E-6 1.E-20 2.4267E-10 1.5098E-10 1.2901E-9  1.E-20
  33  51.0896000   20.42430700 2.1527E2 4.0184E-6 3.8E-4 2.0364E-6 2.7848E-7 2.6534E-8 1.5650E-6 1.E-20 2.5406E-10 2.2505E-10 1.7920E-9  1.E-20
