TES_File_ID = "L2: True Full State Vector Data"
Data_Size = 86 x 15
surfaceTemperature = 283.71208
PSUR = 1013.02
boresightNadirAngle = 0.
latitude = -34.397731
longitude = 178.21502
End_of_Header  ****  End_of_Header  ****  End_of_Header  ****  End_of_Header
Level Pressure     Altitude    TATM     H2O       CO2    O3        N2O       CO        CH4       O2     NO         NO2        HNO3       OCS   
  34  46.4158000   21.03413000 2.1626E2 4.0796E-6 3.8E-4 2.5685E-6 2.6871E-7 2.3541E-8 1.5359E-6 1.E-20 2.8774E-10 2.9970E-10 2.0939E-9  1.E-20
  35  42.1696000   21.64681200 2.1721E2 4.1422E-6 3.8E-4 3.1417E-6 2.6047E-7 2.1354E-8 1.5115E-6 1.E-20 3.3101E-10 3.9292E-10 2.3944E-9  1.E-20
  36  38.3119000   22.26209700 2.1802E2 4.2073E-6 3.8E-4 3.5015E-6 2.5597E-7 2.0701E-8 1.5001E-6 1.E-20 3.9783E-10 4.8806E-10 2.5670E-9  1.E-20
  37  34.8071000   22.87978100 2.1882E2 4.2692E-6 3.8E-4 3.9315E-6 2.5104E-7 2.0304E-8 1.4881E-6 1.E-20 4.8118E-10 6.1345E-10 2.7608E-9  1.E-20
  38  31.6229000   23.49981300 2.1959E2 4.3232E-6 3.8E-4 4.4721E-6 2.4506E-7 2.0364E-8 1.4746E-6 1.E-20 5.8863E-10 7.8334E-10 2.9618E-9  1.E-20
  39  28.7299000   24.12218300 2.2037E2 4.3737E-6 3.8E-4 5.0540E-6 2.3679E-7 2.0583E-8 1.4571E-6 1.E-20 7.3413E-10 1.0127E-9  3.1939E-9  1.E-20
  40  26.1017000   24.74686400 2.2116E2 4.4172E-6 3.8E-4 5.6395E-6 2.2461E-7 2.1102E-8 1.4325E-6 1.E-20 9.4813E-10 1.3377E-9  3.4775E-9  1.E-20
  41  23.7136000   25.37396800 2.2193E2 4.4613E-6 3.8E-4 6.2008E-6 2.1373E-7 2.1700E-8 1.4116E-6 1.E-20 1.2151E-9  1.7299E-9  3.7029E-9  1.E-20
  42  21.5443000   26.00322600 2.2266E2 4.5060E-6 3.8E-4 6.6079E-6 2.0467E-7 2.2447E-8 1.3973E-6 1.E-20 1.5332E-9  2.1405E-9  3.7624E-9  1.E-20
  43  19.5734000   26.63465100 2.2336E2 4.5548E-6 3.8E-4 7.0066E-6 1.9638E-7 2.3252E-8 1.3845E-6 1.E-20 1.9147E-9  2.6078E-9  3.7937E-9  1.E-20
  44  17.7828000   27.26809900 2.2400E2 4.6148E-6 3.8E-4 7.3201E-6 1.8954E-7 2.4184E-8 1.3758E-6 1.E-20 2.3186E-9  3.0351E-9  3.7400E-9  1.E-20
  45  16.1560000   27.90349000 2.2464E2 4.6781E-6 3.8E-4 7.6237E-6 1.8209E-7 2.5099E-8 1.3662E-6 1.E-20 2.8118E-9  3.5255E-9  3.6860E-9  1.E-20
  46  14.6780000   28.54081900 2.2527E2 4.7593E-6 3.8E-4 7.7657E-6 1.6922E-7 2.5655E-8 1.3493E-6 1.E-20 3.4414E-9  4.0382E-9  3.6254E-9  1.E-20
  47  13.3352000   29.18006600 2.2590E2 4.8420E-6 3.8E-4 7.9103E-6 1.5733E-7 2.6224E-8 1.3327E-6 1.E-20 4.2131E-9  4.6267E-9  3.5672E-9  1.E-20
  48  12.1153000   29.82131100 2.2661E2 4.9374E-6 3.8E-4 7.9718E-6 1.4396E-7 2.6718E-8 1.3047E-6 1.E-20 4.9550E-9  5.0715E-9  3.4410E-9  1.E-20
  49  11.0070000   30.46469600 2.2732E2 5.0354E-6 3.8E-4 8.0290E-6 1.3162E-7 2.7217E-8 1.2767E-6 1.E-20 5.8140E-9  5.5447E-9  3.3154E-9  1.E-20
  50  10.0000000   31.11049500 2.2818E2 5.1358E-6 3.8E-4 8.0557E-6 1.1579E-7 2.7516E-8 1.2357E-6 1.E-20 6.7327E-9  5.9743E-9  3.1343E-9  1.E-20
  51  9.0851400    31.75892600 2.2909E2 5.2384E-6 3.8E-4 8.0700E-6 1.0036E-7 2.7736E-8 1.1909E-6 1.E-20 7.7562E-9  6.4002E-9  2.9408E-9  1.E-20
  52  8.2540200    32.41023400 2.3014E2 5.3384E-6 3.8E-4 8.0699E-6 8.7768E-8 2.7945E-8 1.1511E-6 1.E-20 8.7316E-9  6.6892E-9  2.6937E-9  1.E-20
  53  7.4989300    33.06491200 2.3137E2 5.4341E-6 3.8E-4 8.0506E-6 7.7661E-8 2.8136E-8 1.1171E-6 1.E-20 9.5291E-9  6.7632E-9  2.3890E-9  1.E-20
  54  6.8129100    33.72327700 2.3264E2 5.5294E-6 3.8E-4 8.0275E-6 6.9035E-8 2.8364E-8 1.0850E-6 1.E-20 1.0385E-8  6.8212E-9  2.1120E-9  1.E-20
  55  6.1896600    34.38579700 2.3421E2 5.6059E-6 3.8E-4 7.9669E-6 6.3897E-8 2.8937E-8 1.0604E-6 1.E-20 1.1157E-8  6.7099E-9  1.8086E-9  1.E-20
  56  5.6234200    35.05291800 2.3578E2 5.6835E-6 3.8E-4 7.9068E-6 5.9170E-8 2.9522E-8 1.0364E-6 1.E-20 1.1987E-8  6.6004E-9  1.5489E-9  1.E-20
  57  5.1089800    35.72493500 2.3756E2 5.7446E-6 3.8E-4 7.7907E-6 5.1138E-8 2.9653E-8 9.8286E-7 1.E-20 1.2468E-8  6.2238E-9  1.2709E-9  1.E-20
  58  4.6416000    36.40228000 2.3943E2 5.7988E-6 3.8E-4 7.6528E-6 4.2932E-8 2.9588E-8 9.1999E-7 1.E-20 1.2793E-8  5.7646E-9  1.0241E-9  1.E-20
  59  4.2169800    37.08520200 2.4139E2 5.8481E-6 3.8E-4 7.4847E-6 3.4929E-8 2.9367E-8 8.5273E-7 1.E-20 1.3066E-8  5.2801E-9  8.1570E-10 1.E-20
  60  3.8311700    37.77424600 2.4359E2 5.8825E-6 3.8E-4 7.2313E-6 2.6018E-8 2.8714E-8 7.6819E-7 1.E-20 1.3177E-8  4.6871E-9  6.2855E-10 1.E-20
  61  3.4806900    38.46961000 2.4578E2 5.9172E-6 3.8E-4 6.9864E-6 1.9404E-8 2.8075E-8 6.9205E-7 1.E-20 1.3289E-8  4.1608E-9  4.8436E-10 1.E-20
  62  3.1622700    39.17152500 2.4809E2 5.9396E-6 3.8E-4 6.6441E-6 1.6263E-8 2.8161E-8 6.4707E-7 1.E-20 1.3470E-8  3.5842E-9  3.6463E-10 1.E-20
  63  2.8729800    39.88021900 2.5044E2 5.9585E-6 3.8E-4 6.2889E-6 1.4130E-8 2.8465E-8 6.1178E-7 1.E-20 1.3675E-8  3.0599E-9  2.7260E-10 1.E-20
  64  2.6101600    40.59563700 2.5272E2 5.9749E-6 3.8E-4 5.9279E-6 1.2517E-8 2.8931E-8 5.8231E-7 1.E-20 1.3876E-8  2.5847E-9  2.0170E-10 1.E-20
  65  2.3713700    41.31748500 2.5482E2 5.9828E-6 3.8E-4 5.5085E-6 1.1792E-8 2.9966E-8 5.6694E-7 1.E-20 1.4054E-8  2.1051E-9  1.4404E-10 1.E-20
  66  2.1544300    42.04544100 2.5691E2 5.9907E-6 3.8E-4 5.1188E-6 1.1112E-8 3.1038E-8 5.5200E-7 1.E-20 1.4234E-8  1.7145E-9  1.0287E-10 1.E-20
  67  1.9573400    42.77895400 2.5862E2 5.9940E-6 3.8E-4 4.7387E-6 1.0828E-8 3.2419E-8 5.4454E-7 1.E-20 1.4420E-8  1.3734E-9  7.2590E-11 1.E-20
  68  1.7782800    43.51717600 2.6010E2 5.9945E-6 3.8E-4 4.3771E-6 1.0768E-8 3.4031E-8 5.4139E-7 1.E-20 1.4611E-8  1.0896E-9  5.0867E-11 1.E-20
  69  1.6156000    44.25978400 2.6158E2 5.9950E-6 3.8E-4 4.0432E-6 1.0718E-8 3.5726E-8 5.3837E-7 1.E-20 1.4804E-8  8.6444E-10 3.5648E-11 1.E-20
  70  1.4678000    45.00560900 2.6223E2 5.9924E-6 3.8E-4 3.7346E-6 1.0832E-8 3.7618E-8 5.4176E-7 1.E-20 1.5026E-8  6.8569E-10 2.5375E-11 1.E-20
  71  1.3335200    45.75343700 2.6286E2 5.9897E-6 3.8E-4 3.4495E-6 1.0949E-8 3.9612E-8 5.4529E-7 1.E-20 1.5252E-8  5.4396E-10 1.8068E-11 1.E-20
  72  1.2115300    46.50284200 2.6324E2 5.9865E-6 3.8E-4 3.1906E-6 1.1025E-8 4.1571E-8 5.4866E-7 1.E-20 1.5423E-8  4.3105E-10 1.2928E-11 1.E-20
  73  1.1006900    47.25264700 2.6297E2 5.9819E-6 3.8E-4 2.9614E-6 1.0991E-8 4.3253E-8 5.5156E-7 1.E-20 1.5448E-8  3.4051E-10 9.3629E-12 1.E-20
  74  1.0000000    48.00179800 2.6271E2 5.9773E-6 3.8E-4 2.7486E-6 1.0957E-8 4.5004E-8 5.5447E-7 1.E-20 1.5473E-8  2.6900E-10 6.7812E-12 1.E-20
  75  0.8254040    49.49509400 2.6107E2 5.9655E-6 3.8E-4 2.3912E-6 1.0330E-8 4.7994E-8 5.5245E-7 1.E-20 1.5146E-8  1.6847E-10 3.6088E-12 1.E-20
  76  0.6812920    50.97895500 2.5916E2 5.9513E-6 3.8E-4 2.0837E-6 9.3679E-9 5.0742E-8 5.4609E-7 1.E-20 1.4616E-8  1.0617E-10 1.9435E-12 1.E-20
  77  0.5623410    52.45283500 2.5733E2 5.9345E-6 3.8E-4 1.8113E-6 8.1559E-9 5.3264E-8 5.3641E-7 1.E-20 1.3939E-8  6.7531E-11 1.0606E-12 1.E-20
  78  0.4641590    53.91461900 2.5469E2 5.9145E-6 3.8E-4 1.5836E-6 6.6289E-9 5.5864E-8 5.1454E-7 1.E-20 1.2892E-8  4.2777E-11 6.1780E-13 1.E-20
  79  0.3831180    55.35978100 2.5127E2 5.8958E-6 3.8E-4 1.3918E-6 5.4552E-9 5.8677E-8 4.9557E-7 1.E-20 1.1814E-8  2.7239E-11 3.8209E-13 1.E-20
  80  0.3162290    56.78236100 2.4658E2 5.8796E-6 3.8E-4 1.2337E-6 4.6373E-9 6.1801E-8 4.8273E-7 1.E-20 1.0701E-8  1.7523E-11 2.6030E-13 1.E-20
  81  0.2610170    58.17595900 2.4090E2 5.8674E-6 3.8E-4 1.0967E-6 3.9565E-9 6.5295E-8 4.6995E-7 1.E-20 9.5385E-9  1.1517E-11 1.8438E-13 1.E-20
  82  0.2154430    59.53572700 2.3452E2 5.8579E-6 3.8E-4 9.7697E-7 3.3856E-9 6.9140E-8 4.5732E-7 1.E-20 8.4082E-9  7.6874E-12 1.3428E-13 1.E-20
  83  0.1778280    60.86576000 2.3033E2 5.8450E-6 3.8E-4 8.3361E-7 3.0060E-9 7.3407E-8 4.4789E-7 1.E-20 7.3624E-9  5.4351E-12 8.9885E-14 1.E-20
  84  0.1467800    62.17720800 2.2783E2 5.8296E-6 3.8E-4 6.8817E-7 2.7459E-9 7.8100E-8 4.4085E-7 1.E-20 6.4128E-9  4.0174E-12 5.6524E-14 1.E-20
  85  0.1211530    63.47618200 2.2579E2 5.7479E-6 3.8E-4 5.6023E-7 2.2815E-9 9.1030E-8 4.2299E-7 1.E-20 5.1233E-9  2.8401E-12 3.1560E-14 1.E-20
  86  0.0999995    64.76714300 2.2483E2 5.5171E-6 3.8E-4 4.4083E-7 1.5182E-9 1.3205E-7 3.8220E-7 1.E-20 3.3414E-9  1.8108E-12 1.3254E-14 1.E-20
