TES_File_ID = "L2: True Full State Vector Data"
Data_Size = 86 x 15
surfaceTemperature = 298.5451
PSUR = 1012.73
boresightNadirAngle = 0.
latitude = -29.541152
longitude = 175.93721
End_of_Header  ****  End_of_Header  ****  End_of_Header  ****  End_of_Header
Level Pressure     Altitude    TATM     H2O       CO2    O3        N2O       CO        CH4       O2     NO         NO2        HNO3       OCS   
  29  74.9896000   18.11824200 2.0751E2 4.0181E-6 3.8E-4 3.9330E-7 3.1081E-7 5.4874E-8 1.6954E-6 1.E-20 2.2151E-10 4.7628E-11 4.7202E-10 1.E-20
  30  68.1295000   18.70638600 2.0901E2 3.9713E-6 3.8E-4 5.8818E-7 3.0581E-7 4.7131E-8 1.6703E-6 1.E-20 2.2738E-10 7.0001E-11 6.5864E-10 1.E-20
  31  61.8963000   19.29933100 2.1078E2 3.9519E-6 3.8E-4 9.5348E-7 2.9934E-7 3.9471E-8 1.6393E-6 1.E-20 2.2225E-10 1.0770E-10 9.7993E-10 1.E-20
  32  56.2339000   19.89728200 2.1251E2 3.9796E-6 3.8E-4 1.4683E-6 2.8731E-7 3.2829E-8 1.5974E-6 1.E-20 2.2666E-10 1.6378E-10 1.3663E-9  1.E-20
  33  51.0896000   20.50015800 2.1419E2 4.0140E-6 3.8E-4 2.1952E-6 2.7605E-7 2.7490E-8 1.5585E-6 1.E-20 2.3403E-10 2.4355E-10 1.8470E-9  1.E-20
  34  46.4158000   21.10733800 2.1546E2 4.0725E-6 3.8E-4 2.6718E-6 2.6979E-7 2.4233E-8 1.5405E-6 1.E-20 2.5851E-10 3.0785E-10 2.0394E-9  1.E-20
  35  42.1696000   21.71812500 2.1666E2 4.1320E-6 3.8E-4 3.1738E-6 2.6373E-7 2.1787E-8 1.5229E-6 1.E-20 2.9522E-10 3.9143E-10 2.2580E-9  1.E-20
  36  38.3119000   22.33215000 2.1767E2 4.1928E-6 3.8E-4 3.5074E-6 2.5798E-7 2.0777E-8 1.5061E-6 1.E-20 3.7259E-10 5.0616E-10 2.5208E-9  1.E-20
  37  34.8071000   22.94911200 2.1865E2 4.2522E-6 3.8E-4 3.9662E-6 2.5158E-7 2.0171E-8 1.4898E-6 1.E-20 4.6245E-10 6.5550E-10 2.7777E-9  1.E-20
  38  31.6229000   23.56888800 2.1957E2 4.3080E-6 3.8E-4 4.6741E-6 2.4378E-7 2.0307E-8 1.4745E-6 1.E-20 5.5295E-10 8.5067E-10 2.9793E-9  1.E-20
  39  28.7299000   24.19138300 2.2047E2 4.3602E-6 3.8E-4 5.3452E-6 2.3625E-7 2.0599E-8 1.4600E-6 1.E-20 6.7363E-10 1.0906E-9  3.1542E-9  1.E-20
  40  26.1017000   24.81644500 2.2132E2 4.4050E-6 3.8E-4 5.7716E-6 2.2899E-7 2.1183E-8 1.4469E-6 1.E-20 8.4872E-10 1.3665E-9  3.2590E-9  1.E-20
  41  23.7136000   25.44410000 2.2215E2 4.4499E-6 3.8E-4 6.2657E-6 2.2023E-7 2.1938E-8 1.4319E-6 1.E-20 1.0714E-9  1.7232E-9  3.3825E-9  1.E-20
  42  21.5443000   26.07407900 2.2294E2 4.4948E-6 3.8E-4 6.8726E-6 2.0851E-7 2.3048E-8 1.4131E-6 1.E-20 1.3571E-9  2.1966E-9  3.5381E-9  1.E-20
  43  19.5734000   26.70640900 2.2371E2 4.5433E-6 3.8E-4 7.4272E-6 1.9782E-7 2.4143E-8 1.3963E-6 1.E-20 1.7082E-9  2.7448E-9  3.6544E-9  1.E-20
  44  17.7828000   27.34097600 2.2443E2 4.6017E-6 3.8E-4 7.6841E-6 1.8887E-7 2.5072E-8 1.3848E-6 1.E-20 2.1107E-9  3.2346E-9  3.6365E-9  1.E-20
  45  16.1560000   27.97768300 2.2513E2 4.6630E-6 3.8E-4 7.9277E-6 1.7964E-7 2.5965E-8 1.3717E-6 1.E-20 2.6064E-9  3.7985E-9  3.6146E-9  1.E-20
  46  14.6780000   28.61642800 2.2577E2 4.7405E-6 3.8E-4 8.0179E-6 1.6641E-7 2.6383E-8 1.3470E-6 1.E-20 3.2053E-9  4.3547E-9  3.5638E-9  1.E-20
  47  13.3352000   29.25712100 2.2641E2 4.8192E-6 3.8E-4 8.1093E-6 1.5415E-7 2.6809E-8 1.3227E-6 1.E-20 3.9418E-9  4.9923E-9  3.5139E-9  1.E-20
  48  12.1153000   29.89984000 2.2713E2 4.9132E-6 3.8E-4 8.1278E-6 1.4128E-7 2.7051E-8 1.2954E-6 1.E-20 4.6876E-9  5.4988E-9  3.4112E-9  1.E-20
  49  11.0070000   30.54474200 2.2786E2 5.0098E-6 3.8E-4 8.1420E-6 1.2940E-7 2.7283E-8 1.2684E-6 1.E-20 5.5636E-9  6.0425E-9  3.3086E-9  1.E-20
  50  10.0000000   31.19221600 2.2881E2 5.1142E-6 3.8E-4 8.1701E-6 1.1362E-7 2.7423E-8 1.2260E-6 1.E-20 6.4208E-9  6.4884E-9  3.1182E-9  1.E-20
  51  9.0851400    31.84262000 2.2984E2 5.2234E-6 3.8E-4 8.2039E-6 9.8097E-8 2.7525E-8 1.1788E-6 1.E-20 7.3265E-9  6.9026E-9  2.9049E-9  1.E-20
  52  8.2540200    32.49625600 2.3102E2 5.3305E-6 3.8E-4 8.2124E-6 8.4848E-8 2.7629E-8 1.1343E-6 1.E-20 8.2259E-9  7.2087E-9  2.6602E-9  1.E-20
  53  7.4989300    33.15367300 2.3241E2 5.4339E-6 3.8E-4 8.1870E-6 7.3639E-8 2.7737E-8 1.0925E-6 1.E-20 9.0381E-9  7.3445E-9  2.3809E-9  1.E-20
  54  6.8129100    33.81520600 2.3382E2 5.5368E-6 3.8E-4 8.1577E-6 6.3877E-8 2.7845E-8 1.0515E-6 1.E-20 9.9060E-9  7.4541E-9  2.1211E-9  1.E-20
  55  6.1896600    34.48116400 2.3544E2 5.6173E-6 3.8E-4 8.0891E-6 5.4874E-8 2.7946E-8 1.0048E-6 1.E-20 1.0560E-8  7.2801E-9  1.8050E-9  1.E-20
  56  5.6234200    35.15188100 2.3707E2 5.6990E-6 3.8E-4 8.0211E-6 4.7268E-8 2.8048E-8 9.6019E-7 1.E-20 1.1261E-8  7.1102E-9  1.5361E-9  1.E-20
  57  5.1089800    35.82755300 2.3883E2 5.7616E-6 3.8E-4 7.8883E-6 4.0506E-8 2.7990E-8 9.0349E-7 1.E-20 1.1719E-8  6.6741E-9  1.2626E-9  1.E-20
  58  4.6416000    36.50844000 2.4064E2 5.8164E-6 3.8E-4 7.7307E-6 3.4636E-8 2.7865E-8 8.4458E-7 1.E-20 1.2072E-8  6.1606E-9  1.0226E-9  1.E-20
  59  4.2169800    37.19477900 2.4257E2 5.8659E-6 3.8E-4 7.5392E-6 2.8052E-8 2.7660E-8 7.7821E-7 1.E-20 1.2362E-8  5.6142E-9  8.1665E-10 1.E-20
  60  3.8311700    37.88722700 2.4479E2 5.8996E-6 3.8E-4 7.2521E-6 1.9474E-8 2.7234E-8 6.8857E-7 1.E-20 1.2450E-8  4.9352E-9  6.2673E-10 1.E-20
  61  3.4806900    38.58606600 2.4701E2 5.9334E-6 3.8E-4 6.9759E-6 1.3534E-8 2.6816E-8 6.0933E-7 1.E-20 1.2538E-8  4.3384E-9  4.8100E-10 1.E-20
  62  3.1622700    39.29171600 2.4947E2 5.9551E-6 3.8E-4 6.5970E-6 1.1632E-8 2.6870E-8 5.7581E-7 1.E-20 1.2764E-8  3.7099E-9  3.6049E-10 1.E-20
  63  2.8729800    40.00460000 2.5199E2 5.9732E-6 3.8E-4 6.2072E-6 1.0663E-8 2.7065E-8 5.5496E-7 1.E-20 1.3037E-8  3.1464E-9  2.6828E-10 1.E-20
  64  2.6101600    40.72469400 2.5444E2 5.9889E-6 3.8E-4 5.8206E-6 9.9596E-9 2.7501E-8 5.3820E-7 1.E-20 1.3307E-8  2.6415E-9  1.9762E-10 1.E-20
  65  2.3713700    41.45160500 2.5664E2 5.9966E-6 3.8E-4 5.3947E-6 9.8639E-9 2.8793E-8 5.3285E-7 1.E-20 1.3557E-8  2.1418E-9  1.4054E-10 1.E-20
  66  2.1544300    42.18492400 2.5884E2 6.0042E-6 3.8E-4 4.9999E-6 9.7688E-9 3.0146E-8 5.2757E-7 1.E-20 1.3812E-8  1.7366E-9  9.9973E-11 1.E-20
  67  1.9573400    42.92391800 2.6052E2 6.0078E-6 3.8E-4 4.6213E-6 9.5743E-9 3.1479E-8 5.2157E-7 1.E-20 1.4004E-8  1.3827E-9  7.0111E-11 1.E-20
  68  1.7782800    43.66743700 2.6190E2 6.0090E-6 3.8E-4 4.2644E-6 9.3251E-9 3.2822E-8 5.1521E-7 1.E-20 1.4158E-8  1.0892E-9  4.8786E-11 1.E-20
  69  1.6156000    44.41506100 2.6328E2 6.0103E-6 3.8E-4 3.9351E-6 9.0836E-9 3.4222E-8 5.0893E-7 1.E-20 1.4315E-8  8.5796E-10 3.3947E-11 1.E-20
  70  1.4678000    45.16544900 2.6371E2 6.0074E-6 3.8E-4 3.6426E-6 9.1637E-9 3.5931E-8 5.1018E-7 1.E-20 1.4544E-8  6.7948E-10 2.4210E-11 1.E-20
  71  1.3335200    45.91722900 2.6413E2 6.0044E-6 3.8E-4 3.3721E-6 9.2529E-9 3.7730E-8 5.1158E-7 1.E-20 1.4779E-8  5.3819E-10 1.7273E-11 1.E-20
  72  1.2115300    46.67001900 2.6432E2 6.0004E-6 3.8E-4 3.1277E-6 9.3391E-9 3.9529E-8 5.1426E-7 1.E-20 1.4965E-8  4.2658E-10 1.2396E-11 1.E-20
  73  1.1006900    47.42281100 2.6396E2 5.9936E-6 3.8E-4 2.9152E-6 9.4108E-9 4.1174E-8 5.2022E-7 1.E-20 1.5019E-8  3.3869E-10 9.0274E-12 1.E-20
  74  1.0000000    48.17467900 2.6360E2 5.9869E-6 3.8E-4 2.7173E-6 9.4831E-9 4.2887E-8 5.2626E-7 1.E-20 1.5073E-8  2.6892E-10 6.5747E-12 1.E-20
  75  0.8254040    49.67369700 2.6216E2 5.9702E-6 3.8E-4 2.3705E-6 9.2895E-9 4.6600E-8 5.3201E-7 1.E-20 1.4983E-8  1.7144E-10 3.5416E-12 1.E-20
  76  0.6812920    51.16531100 2.6076E2 5.9498E-6 3.8E-4 2.0613E-6 8.8202E-9 5.0195E-8 5.3320E-7 1.E-20 1.4696E-8  1.1005E-10 1.9124E-12 1.E-20
  77  0.5623410    52.65088700 2.5980E2 5.9245E-6 3.8E-4 1.7786E-6 8.0834E-9 5.3207E-8 5.2986E-7 1.E-20 1.4183E-8  7.1087E-11 1.0284E-12 1.E-20
  78  0.4641590    54.13120200 2.5868E2 5.8918E-6 3.8E-4 1.5297E-6 6.3471E-9 5.6494E-8 5.0816E-7 1.E-20 1.2836E-8  4.4346E-11 5.5436E-13 1.E-20
  79  0.3831180    55.60319400 2.5664E2 5.8616E-6 3.8E-4 1.3227E-6 4.9982E-9 6.0017E-8 4.8747E-7 1.E-20 1.1548E-8  2.7871E-11 3.1860E-13 1.E-20
  80  0.3162290    57.05948400 2.5297E2 5.8372E-6 3.8E-4 1.1555E-6 4.0632E-9 6.3811E-8 4.7063E-7 1.E-20 1.0389E-8  1.7861E-11 2.0571E-13 1.E-20
  81  0.2610170    58.49028100 2.4748E2 5.8231E-6 3.8E-4 1.0225E-6 3.4466E-9 6.8138E-8 4.5820E-7 1.E-20 9.2467E-9  1.1746E-11 1.4313E-13 1.E-20
  82  0.2154430    59.88670500 2.4071E2 5.8165E-6 3.8E-4 9.1306E-7 3.0134E-9 7.2979E-8 4.4873E-7 1.E-20 8.1666E-9  7.8674E-12 1.0496E-13 1.E-20
  83  0.1778280    61.24517900 2.3403E2 5.8128E-6 3.8E-4 8.0540E-7 2.6512E-9 7.9096E-8 4.3816E-7 1.E-20 6.9967E-9  5.4569E-12 7.4067E-14 1.E-20
  84  0.1467800    62.56622600 2.2743E2 5.8115E-6 3.8E-4 7.0371E-7 2.3423E-9 8.6530E-8 4.2684E-7 1.E-20 5.8541E-9  3.8885E-12 5.0722E-14 1.E-20
  85  0.1211530    63.85338200 2.2201E2 5.8020E-6 3.8E-4 5.9712E-7 1.9730E-9 9.8559E-8 4.1111E-7 1.E-20 4.6958E-9  2.7994E-12 3.1924E-14 1.E-20
  86  0.0999995    65.11810200 2.1940E2 5.7734E-6 3.8E-4 4.7285E-7 1.4846E-9 1.2332E-7 3.8547E-7 1.E-20 3.4095E-9  2.0647E-12 1.6470E-14 1.E-20
