# AFGL atmospheric constituent profile. midlatitude summer. ( AFGL-TR-86-0110)       
Data_size = 50 x 21
ProfileIsLevel = 0
YYYY_MM_DD_HH = 9999 99 99 99
Lon_lat =  -999.99  -99.99
SZA_VZA_AZA =    99.9999   99.9999  9999.9999
SurfaceTemperature(K) =   294.2000
SurfacePressure(hPa) =  1013.0000
IsOcean =  0
WindSpeed(m.s-1) =     9.9999
CloudFraction =     9.9999
CloudTopPressure =   999.9999
****** End_Of_Header ******
Lev  Pressure Altitude   TATM       O3         NO2       HCHO        SO2       GLYX        H2O        BRO       OCLO        OSU        OBC        OOC        OSF        OSC        ODU        OWC        OIC        RH    
       hPa      km        K        VMR         VMR        VMR        VMR        VMR        VMR        VMR        VMR                                                                                                 %     
39    0.13900  65.0000 240.1000 8.0055E-07 2.5318E-10 6.8600E-13 5.1100E-11 0.0000E+00 4.4031E-06 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
40    0.06700  70.0000 218.1000 4.0036E-07 2.3121E-10 5.1400E-13 4.3200E-11 0.0000E+00 3.7033E-06 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
41    0.03000  75.0000 196.1000 1.9016E-07 2.1519E-10 4.1600E-13 2.8300E-11 0.0000E+00 2.9526E-06 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
42    0.01200  80.0000 174.1000 2.0015E-07 2.0215E-10 3.5300E-13 1.3300E-11 0.0000E+00 2.1016E-06 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
43    0.00448  85.0000 165.1000 5.7047E-07 1.9216E-10 3.0900E-13 5.5600E-12 0.0000E+00 1.3311E-06 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
44    0.00164  90.0000 165.0000 7.5052E-07 1.8313E-10 2.7600E-13 2.2400E-12 0.0000E+00 8.5059E-07 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
45    0.00062  95.0000 178.3000 7.0059E-07 1.7615E-10 2.5000E-13 8.9600E-13 0.0000E+00 5.4045E-07 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
46    0.00026 100.0000 190.5000 4.0027E-07 1.7012E-10 2.3000E-13 3.5800E-13 0.0000E+00 4.0027E-07 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
47    0.00012 105.0000 222.2000 2.0012E-07 1.6410E-10 2.1300E-13 1.4300E-13 0.0000E+00 3.4020E-07 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
48    0.00006 110.0000 262.4000 5.0044E-08 1.5914E-10 1.9800E-13 5.7300E-14 0.0000E+00 2.8025E-07 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
49    0.00004 115.0000 316.8000 5.0036E-09 1.5511E-10 1.8600E-13 2.2900E-14 0.0000E+00 2.4017E-07 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
50    0.00002 120.0000 380.0000 5.0038E-10 1.5112E-10 1.7500E-13 9.1700E-14 0.0000E+00 2.0015E-07 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
