# AFGL atmospheric constituent profile. midlatitude winter. ( AFGL-TR-86-0110)       
Data_size = 50 x 21
ProfileIsLevel = 0
YYYY_MM_DD_HH = 9999 99 99 99
Lon_lat =  -999.99  -99.99
SZA_VZA_AZA =    99.9999   99.9999  9999.9999
SurfaceTemperature(K) =   272.2000
SurfacePressure(hPa) =  1018.0000
IsOcean =  0
WindSpeed(m.s-1) =     9.9999
CloudFraction =     9.9999
CloudTopPressure =   999.9999
****** End_Of_Header ******
Lev  Pressure Altitude   TATM       O3         NO2       HCHO        SO2       GLYX        H2O        BRO       OCLO        OSU        OBC        OOC        OSF        OSC        ODU        OWC        OIC        RH    
       hPa      km        K        VMR         VMR        VMR        VMR        VMR        VMR        VMR        VMR                                                                                                 %     
29    7.56000  32.5000 220.4000 6.8044E-06 7.2146E-09 1.0100E-11 1.2100E-11 0.0000E+00 4.8031E-06 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
30    5.18000  35.0000 227.9000 7.1032E-06 7.2833E-09 1.1100E-10 1.1600E-11 0.0000E+00 4.8522E-06 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
31    3.60000  37.5000 235.5000 7.2052E-06 6.2646E-09 1.1300E-10 1.2100E-11 0.0000E+00 4.9036E-06 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
32    2.53000  40.0000 243.2000 6.9048E-06 4.0328E-09 1.0300E-10 1.3600E-11 0.0000E+00 4.9535E-06 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
33    1.80000  42.5000 250.8000 5.9043E-06 2.1716E-09 7.9500E-11 1.6500E-11 0.0000E+00 5.0036E-06 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
34    1.29000  45.0000 258.5000 4.6033E-06 1.1508E-09 4.8200E-11 2.1000E-11 0.0000E+00 5.0035E-06 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
35    0.94000  47.5000 265.1000 3.7026E-06 6.6647E-10 1.6300E-11 2.7700E-11 0.0000E+00 5.0035E-06 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
36    0.68300  50.0000 265.7000 2.7517E-06 4.4328E-10 5.1000E-12 3.5600E-11 0.0000E+00 4.9531E-06 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
37    0.36200  55.0000 260.6000 1.7015E-06 3.3930E-10 2.0000E-12 4.5900E-11 0.0000E+00 4.8543E-06 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
38    0.18800  60.0000 250.8000 1.0007E-06 2.8520E-10 1.0500E-12 5.1500E-11 0.0000E+00 4.5031E-06 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
39    0.09500  65.0000 240.9000 5.5033E-07 2.5315E-10 6.8600E-13 5.1100E-11 0.0000E+00 4.0024E-06 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
40    0.04700  70.0000 230.7000 3.2031E-07 2.3122E-10 5.1400E-13 4.3200E-11 0.0000E+00 3.3032E-06 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
41    0.02220  75.0000 220.4000 2.5019E-07 2.1516E-10 4.1600E-13 2.8300E-11 0.0000E+00 2.7020E-06 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
42    0.01030  80.0000 210.1000 2.3014E-07 2.0213E-10 3.5300E-13 1.3300E-11 0.0000E+00 2.0013E-06 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
43    0.00456  85.0000 199.8000 5.5032E-07 1.9211E-10 3.0900E-13 5.5600E-12 0.0000E+00 1.3308E-06 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
44    0.00198  90.0000 199.5000 8.0062E-07 1.8314E-10 2.7600E-13 2.2400E-12 0.0000E+00 8.5066E-07 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
45    0.00088  95.0000 208.3000 8.0067E-07 1.7615E-10 2.5000E-13 8.9600E-13 0.0000E+00 5.4045E-07 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
46    0.00041 100.0000 218.6000 4.0034E-07 1.7015E-10 2.3000E-13 3.5800E-13 0.0000E+00 4.0034E-07 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
47    0.00020 105.0000 237.1000 2.0015E-07 1.6412E-10 2.1300E-13 1.4300E-13 0.0000E+00 3.4025E-07 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
48    0.00011 110.0000 259.5000 5.0031E-08 1.5910E-10 1.9800E-13 5.7300E-14 0.0000E+00 2.8017E-07 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
49    0.00006 115.0000 293.0000 5.0026E-09 1.5508E-10 1.8600E-13 2.2900E-14 0.0000E+00 2.4012E-07 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
50    0.00004 120.0000 333.0000 5.0037E-10 1.5111E-10 1.7500E-13 9.1700E-14 0.0000E+00 2.0015E-07 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
